description,label
A cute teenager posing under the moon.,portrait
A curious child singing on the rooftop.,portrait
a tiger drinking water from a pond,animal
A curious student posing under the moon.,portrait
a pig swimming in the river,animal
An old man holding a bunch of flowers.,portrait
a porcupine playing with another rat,animal
A smart dancer reading in a library.,portrait
a elephant drinking water from a pond,animal
a motorcycle parked beside the wall,others
a group of lions in the wild,animal
a car hidden behind the building,others
A playful teenager watching the sunset.,portrait
a shadow floating above the building,others
a kite floating above the arch,others
A cute woman watching the sunset.,portrait
a owl standing on the grass,animal
a lizard playing with another donkey,animal
a rat perched on a branch,animal
A joyful man sitting beside the campfire.,portrait
A tall man holding a bunch of flowers.,portrait
a chair under the building,others
The mountain is bathed in morning light.,landscape
a group of mooses in the wild,animal
The ocean is filled with ancient trees.,landscape
A shy soldier singing on the rooftop.,portrait
a flag floating above the sign,others
A charming teenager smiling in the sun.,portrait
A meadow is painted in autumn colors.,landscape
A waterfall glows under the sunset.,landscape
The countryside is painted in autumn colors.,landscape
a eagle running across the field,animal
An old man watching the sunset.,portrait
A curious artist smiling in the sun.,portrait
A meadow is painted in autumn colors.,landscape
a scooter parked beside the bridge,others
A stylish boy reading in a library.,portrait
A snowfield is covered with mist.,landscape
A cliff whispers through the wind.,landscape
A snowfield is bathed in morning light.,landscape
a frog standing on the grass,animal
A graceful kid walking by the river.,portrait
a car moving through the path,others
A stylish teacher singing on the rooftop.,portrait
a rabbit walking in the forest,animal
A traveler sitting on a bench.,portrait
A charming boy singing on the rooftop.,portrait
A gentle woman posing under the moon.,portrait
A student under the street light.,portrait
A stylish kid sitting beside the campfire.,portrait
A singer reading a book.,portrait
A meadow echoes with the sound of birds.,landscape
The mountain whispers through the wind.,landscape
a bat drinking water from a pond,animal
a drone moving through the tunnel,others
a dog perched on a branch,animal
The mountain stretches to the horizon.,landscape
A meadow shimmers under the moonlight.,landscape
A tall man leaning on the fence.,portrait
The beach stretches to the horizon.,landscape
A playful soldier sitting beside the campfire.,portrait
a truck parked beside the sign,others
a flag floating above the statue,others
A adorable soldier reading in a library.,portrait
a lion standing on the grass,animal
A shy woman talking with friends.,portrait
a table near the tower,others
a leaf floating above the bridge,others
a cat playing with another bird,animal
A playful child posing under the moon.,portrait
a parrot swimming in the river,animal
a lamp beside the alley,others
A joyful boy standing under the stars.,portrait
A little child watching the sunset.,portrait
A curious man reading in a library.,portrait
A little child holding a cup of coffee.,portrait
a lamp hidden behind the statue,others
The countryside is covered with mist.,landscape
A canyon is hidden behind the clouds.,landscape
A cute woman singing on the rooftop.,portrait
a cow drinking water from a pond,animal
A happy teenager walking by the river.,portrait
A little child posing beside a statue.,portrait
A teacher sitting on a bench.,portrait
A dancer leaning on the fence.,portrait
A cliff is peaceful and silent.,landscape
a crocodile running across the field,animal
A traveler standing by the window.,portrait
The mountain is reflected in the clear water.,landscape
A waterfall whispers through the wind.,landscape
A father against the wall.,portrait
The mountain is peaceful and silent.,landscape
A charming dancer walking by the river.,portrait
A painter with a backpack on.,portrait
A cheerful soldier watching the sunset.,portrait
A waterfall is painted in autumn colors.,landscape
A valley is reflected in the clear water.,landscape
a deer hiding in the bushes,animal
A desert is surrounded by wildflowers.,landscape
a penguin walking in the forest,animal
a camera in the garage,others
A painter standing by the window.,portrait
A joyful artist talking with friends.,portrait
The countryside is filled with ancient trees.,landscape
a goat running across the field,animal
a hedgehog hiding in the bushes,animal
A playful child singing on the rooftop.,portrait
a pig playing with another lizard,animal
a drone near the bridge,others
The mountain stands tall against the sky.,landscape
a lion playing with another cat,animal
A curious student singing on the rooftop.,portrait
a table on top of the arch,others
A stylish man laughing near the lake.,portrait
a truck parked beside the bridge,others
A cheerful kid posing under the moon.,portrait
A painter sitting on a bench.,portrait
A cliff sparkles after the rain.,landscape
a drone leaning against the fence,others
The beach stretches to the horizon.,landscape
a cloud floating above the shed,others
The countryside sparkles after the rain.,landscape
a deer walking in the forest,animal
A meadow is painted in autumn colors.,landscape
A valley is surrounded by wildflowers.,landscape
A curious doctor sitting beside the campfire.,portrait
A river shimmers under the moonlight.,landscape
A smart kid painting on a canvas.,portrait
a group of whales in the wild,animal
A canyon is painted in autumn colors.,landscape
A father with a backpack on.,portrait
A waterfall is surrounded by wildflowers.,landscape
A father holding a bunch of flowers.,portrait
The ocean glows under the sunset.,landscape
A valley is painted in autumn colors.,landscape
a lamp moving through the alley,others
a deer hiding in the bushes,animal
a group of chickens in the wild,animal
a kite floating above the statue,others
The beach is filled with ancient trees.,landscape
a snake swimming in the river,animal
A innocent child walking by the river.,portrait
a falcon hiding in the bushes,animal
A innocent artist painting on a canvas.,portrait
A waterfall is hidden behind the clouds.,landscape
A painter posing beside a statue.,portrait
A cliff is covered with mist.,landscape
a donkey perched on a branch,animal
A curious artist talking with friends.,portrait
a moose walking in the forest,animal
A mother reading a book.,portrait
A valley is filled with ancient trees.,landscape
a kite floating above the statue,others
A lake is bathed in morning light.,landscape
a toad playing with another eagle,animal
A teacher laughing with friends.,portrait
a leaf floating above the bridge,others
a car under the fence,others
A stylish teenager laughing near the lake.,portrait
a shark swimming in the river,animal
a lamp beside the track,others
A dancer walking in the park.,portrait
The jungle is bathed in morning light.,landscape
a group of kangaroos in the wild,animal
The countryside stretches to the horizon.,landscape
a porcupine walking in the forest,animal
A graceful child singing on the rooftop.,portrait
A valley is peaceful and silent.,landscape
The ocean is filled with ancient trees.,landscape
A beautiful artist watching the sunset.,portrait
